lat,long,T_mitja,Hum_mitja,Win_mitja,T_cv,Hum_cv,Win_cv
42.1316145535041,1.92585586938731,14.1583673469388,93.8122448979592,10.3261224489796,24.8020050530475,7.15306711530235,28.7433799416931
42.0865899978592,1.92661580913109,14.1690476190476,93.8968253968254,10.3484126984127,24.5705473289084,7.1196187069768,28.3968318852454
42.041565076542,1.92737401493213,14.2498069498069,93.988416988417,10.4084942084942,24.4594351785792,7.0528430556253,28.7053294036988
41.996539789639,1.92813049138644,14.3135338345865,94.0751879699248,10.4654135338346,24.301042685257,6.98798633784595,28.9766779851023
42.2672389921475,1.98418316916671,14.3065934065934,94.0586080586081,10.4102564102564,24.1572797640351,7.03072903434618,29.0010949148239
42.2222146674255,1.98490526786516,14.2925,94.1035714285714,10.3882142857143,24.0317970585703,7.00279415457991,28.7476505075194
42.1771899779928,1.9856257170709,14.2644599303136,94.1463414634146,10.3672473867596,23.9604971621509,6.97586616395956,28.5009036060101
42.1321649239301,1.98634452117186,14.2710884353741,94.2108843537415,10.3853741496599,23.7778670674119,6.94764435749934,28.2079940631632
42.0871395053189,1.9870616845391,14.3043189368771,94.2823920265781,10.4172757475083,23.5984732475517,6.89690047709519,28.1694606882569
42.0421137222416,1.98777721152691,14.336038961039,94.3506493506493,10.4477272727273,23.4252703990974,6.84747537966533,28.1297140016387
41.9970875747812,1.9884911064729,14.3879365079365,94.415873015873,10.4949206349206,23.3090470054334,6.79249469711693,28.3744488783846
42.1777092794703,2.04615888815671,14.3763975155279,94.4378881987578,10.4906832298137,23.1899021794297,6.78546544722953,28.1698205077408
42.1326834112798,2.04683481368734,14.3878419452888,94.4346504559271,10.5075987841945,23.0255976302537,6.78472703921293,28.131766752458
